goodrx_default_quantity,goodrx_dosage,goodrx_drug_id,goodrx_form_name,goodrx_slug,mapping_source,description,dosage_form,strength,billing_unit,gcn,gcn_seqno,medid,with_modified_retail_package
90,25mg-100mg,27558,orally-disintegrating-tab,parcopa,manual,carbidopa 25 mg-levodopa 100 mg disintegrating tablet,"tablet,disintegrating",25-100,each,23286,57988,471554,f
90,10mg-100mg,27557,orally-disintegrating-tab,parcopa,manual,carbidopa 10 mg-levodopa 100 mg disintegrating tablet,"tablet,disintegrating",10-100,each,23285,57987,471555,f
1,60ml-of-250mg-5ml,36607,bottle-of-oral-suspension,cefdinir,manual,cefdinir 250 mg/5 mL oral suspension,suspension for reconstitution,250,milliliters,23308,58005,471617,t
1,60ml-of-250mg-5ml,36607,bottle-of-oral-suspension,omnicef,manual,cefdinir 250 mg/5 mL oral suspension,suspension for reconstitution,250,milliliters,23308,58005,471617,t
1,100ml-of-250mg-5ml,36608,bottle-of-oral-suspension,cefdinir,manual,Omnicef 250 mg/5 mL oral suspension,suspension for reconstitution,250,milliliters,23308,58005,471622,t
1,100ml-of-250mg-5ml,36608,bottle-of-oral-suspension,omnicef,manual,Omnicef 250 mg/5 mL oral suspension,suspension for reconstitution,250,milliliters,23308,58005,471622,t
1,473ml-of-6%25,40505,bottle-of-lotion,salicylic-acid,manual,salicylic acid 6 % lotion,lotion,6,milliliters,79810,46671,471795,f
1,473ml-of-6%25,40505,bottle-of-lotion,salitop,manual,salicylic acid 6 % lotion,lotion,6,milliliters,79810,46671,471795,f
30,324mg,37333,capsule,qualaquin,manual,quinine 324 mg capsule,capsule,324,each,25092,48201,471922,f
60,500mg,6843,tablet,ursodiol,manual,ursodiol 500 mg tablet,tablet,500,each,17730,50628,472012,f
60,500mg,6843,tablet,ursodiol,manual,ursodiol 500 mg tablet,tablet,500,each,17730,50628,472012,f
90,48mg,36483,tablet,tricor,manual,Tricor 48 mg tablet,tablet,48,each,97002,61199,472462,f
90,145mg,36482,tablet,tricor,manual,Tricor 145 mg tablet,tablet,145,each,97003,61200,472463,f
30,5mg-0.4ml,36970,syringe,arixtra,manual,fondaparinux 5 mg/0.4 mL subcutaneous solution syringe,syringe,5,milliliters,23775,58354,472489,f
30,5mg-0.4ml,36970,syringe,fondaparinux,manual,fondaparinux 5 mg/0.4 mL subcutaneous solution syringe,syringe,5,milliliters,23775,58354,472489,f
30,10mg-0.8ml,36972,syringe,arixtra,manual,fondaparinux 10 mg/0.8 mL subcutaneous solution syringe,syringe,10,milliliters,23777,58353,472491,f
30,10mg-0.8ml,36972,syringe,fondaparinux,manual,fondaparinux 10 mg/0.8 mL subcutaneous solution syringe,syringe,10,milliliters,23777,58353,472491,f
10,7.5mg-0.6ml,36971,syringe,arixtra,manual,fondaparinux 7.5 mg/0.6 mL subcutaneous solution syringe,syringe,7.5,milliliters,23776,58355,472498,f
10,7.5mg-0.6ml,36971,syringe,fondaparinux,manual,fondaparinux 7.5 mg/0.6 mL subcutaneous solution syringe,syringe,7.5,milliliters,23776,58355,472498,f
30,150mg,43997,tablet,tarceva,manual,erlotinib 150 mg tablet,tablet,150,each,23793,58374,472521,f
30,100mg,43996,tablet,tarceva,manual,erlotinib 100 mg tablet,tablet,100,each,23794,58375,472522,f
90,25mg,43998,tablet,tarceva,manual,erlotinib 25 mg tablet,tablet,25,each,23795,58376,472523,f
473,10g-15ml,7369,oral-solution,enulose,manual,lactulose 10 gram/15 mL oral solution,solution,10,milliliters,10167,29054,472543,f
473,10g-15ml,7369,oral-solution,generlac,manual,lactulose 10 gram/15 mL oral solution,solution,10,milliliters,10167,29054,472543,f
473,10g-15ml,7369,oral-solution,lactulose,manual,lactulose 10 gram/15 mL oral solution,solution,10,milliliters,10167,29054,472543,f
90,500mg,42904,chewable-tablet,fosrenol,manual,lanthanum 500 mg chewable tablet,"tablet,chewable",500,each,23813,58390,472578,f
90,500mg,42904,chewable-tablet,lanthanum,manual,lanthanum 500 mg chewable tablet,"tablet,chewable",500,each,23813,58390,472578,f
1,180ml-of-2.25%25,35662,bottle-of-shampoo,selenium-sulfide,manual,selenium sulfide 2.25 % shampoo,shampoo,2.25,milliliters,23824,58399,472618,f
30,5mg-400mg,26452,tablet,combunox,manual,ibuprofen-oxycodone 400 mg-5 mg tablet,tablet,400-5,each,23827,58402,472620,f
30,5mg-400mg,26452,tablet,combunox,manual,ibuprofen-oxycodone 400 mg-5 mg tablet,tablet,400-5,each,23827,58402,472620,f
1,50g-of-1%25,35023,can-of-foam,clindamycin,manual,clindamycin 1 % topical foam,foam,1,grams,23848,58418,472642,t
1,50g-of-1%25,35023,can-of-foam,evoclin,manual,clindamycin 1 % topical foam,foam,1,grams,23848,58418,472642,t
30,5mg,39715,tablet,solifenacin,manual,solifenacin 5 mg tablet,tablet,5,each,23276,57982,472665,f
30,5mg,39715,tablet,vesicare,manual,solifenacin 5 mg tablet,tablet,5,each,23276,57982,472665,f
30,10mg,39716,tablet,solifenacin,manual,solifenacin 10 mg tablet,tablet,10,each,23277,57983,472666,f
30,10mg,39716,tablet,vesicare,manual,solifenacin 10 mg tablet,tablet,10,each,23277,57983,472666,f
6,2.5mg-10mg,33670,tablet,caduet,manual,amlodipine 2.5 mg-atorvastatin 10 mg tablet,tablet,2.5-10,each,23866,58432,472671,f
90,2.5mg-20mg,33821,tablet,caduet,manual,amlodipine 2.5 mg-atorvastatin 20 mg tablet,tablet,2.5-20,each,23867,58433,472672,f
30,2.5mg-40mg,33822,tablet,caduet,manual,amlodipine 2.5 mg-atorvastatin 40 mg tablet,tablet,2.5-40,each,23868,58434,472673,f
1,20-tubes-of-3%25-0.5%25-cream,39958,kit,ana-lex,manual,lidocaine 3 %-hydrocortisone 0.5 % rectal kit,kit,3-0.5,each,23885,58447,472698,f
1,20-tubes-of-3%25-0.5%25-cream,39958,kit,lidocaine-hydrocortisone,manual,lidocaine 3 %-hydrocortisone 0.5 % rectal kit,kit,3-0.5,each,23885,58447,472698,f
30,43mg,37779,capsule,antara,manual,fenofibrate micronized 43 mg capsule,capsule,43,each,23922,58479,472737,f
30,43mg,37779,capsule,antara,manual,fenofibrate micronized 43 mg capsule,capsule,43,each,23922,58479,472737,f
30,130mg,37780,capsule,antara,manual,fenofibrate micronized 130 mg capsule,capsule,130,each,23923,58480,472738,f
30,130mg,37780,capsule,antara,manual,fenofibrate micronized 130 mg capsule,capsule,130,each,23923,58480,472738,f
20,100mg,6788,tablet,doxycycline-monohydrate,gcn_expansion,Adoxa Pak 100 mg tablet,tablet,100,each,40363,27050,472760,f
20,100mg,6788,tablet,doxycycline-monohydrate,gcn_expansion,Adoxa Pak 100 mg tablet,tablet,100,each,40363,27050,472760,f
120,1g,39604,capsule,lovaza,manual,omega-3 acid ethyl esters 1 gram capsule,capsule,1,each,23929,58486,472769,f
120,1g,39604,capsule,omega-3-acid-ethyl-esters,manual,omega-3 acid ethyl esters 1 gram capsule,capsule,1,each,23929,58486,472769,f
120,1g,39604,capsule,lovaza,manual,omega-3 acid ethyl esters 1 gram capsule,capsule,1,each,23929,58486,472769,f
30,3mg,39616,tablet,eszopiclone,manual,eszopiclone 3 mg tablet,tablet,3,each,23925,58482,472774,f
30,3mg,39616,tablet,lunesta,manual,eszopiclone 3 mg tablet,tablet,3,each,23925,58482,472774,f
30,2mg,39615,tablet,eszopiclone,manual,eszopiclone 2 mg tablet,tablet,2,each,23926,58483,472775,f
30,2mg,39615,tablet,lunesta,manual,eszopiclone 2 mg tablet,tablet,2,each,23926,58483,472775,f
30,1mg,39614,tablet,eszopiclone,manual,eszopiclone 1 mg tablet,tablet,1,each,23927,58484,472776,f
30,1mg,39614,tablet,lunesta,manual,eszopiclone 1 mg tablet,tablet,1,each,23927,58484,472776,f
30,1mg,39614,tablet,eszopiclone,gcn_expansion,Lunesta 1 mg tablet,tablet,1,each,23927,58484,472797,f
30,1mg,39614,tablet,lunesta,gcn_expansion,Lunesta 1 mg tablet,tablet,1,each,23927,58484,472797,f
30,2mg,39615,tablet,eszopiclone,manual,Lunesta 2 mg tablet,tablet,2,each,23926,58483,472798,f
30,2mg,39615,tablet,lunesta,manual,Lunesta 2 mg tablet,tablet,2,each,23926,58483,472798,f
30,3mg,39616,tablet,eszopiclone,gcn_expansion,Lunesta 3 mg tablet,tablet,3,each,23925,58482,472799,f
30,3mg,39616,tablet,lunesta,gcn_expansion,Lunesta 3 mg tablet,tablet,3,each,23925,58482,472799,f
1,35-tablets-of-25mg-blue,42185,kit,lamictal,manual,lamotrigine 25 mg (35) tablets in a dose pack,"tablets,dose pack",25,each,23969,58516,472836,f
1,35-tablets-of-25mg-blue,42185,kit,lamictal,manual,lamotrigine 25 mg (35) tablets in a dose pack,"tablets,dose pack",25,each,23969,58516,472836,f
1,98-tablets-of-25mg-and-100mg-green,42188,kit,lamictal,manual,lamotrigine 25 mg (84)-100 mg (14) tablets in a dose pack,"tablets,dose pack",25 mg (84),each,23972,58517,472837,f
1,98-tablets-of-25mg-and-100mg-green,42188,kit,lamictal,manual,lamotrigine 25 mg (84)-100 mg (14) tablets in a dose pack,"tablets,dose pack",25 mg (84),each,23972,58517,472837,f
60,100mg,29840,capsule,carbatrol,manual,"carbamazepine ER 100 mg capsule,extended release mphase12hr","capsule, ER multiphase 12 hr",100,each,23934,58489,472868,f
60,200mg,29841,capsule,carbatrol,manual,"carbamazepine ER 200 mg capsule,extended release mphase12hr","capsule, ER multiphase 12 hr",200,each,23932,58487,472869,f
60,300mg,29842,capsule,carbatrol,manual,"carbamazepine ER 300 mg capsule,extended release mphase12hr","capsule, ER multiphase 12 hr",300,each,23933,58488,472870,f
30,22.5mg,6937,capsule,restoril,manual,temazepam 22.5 mg capsule,capsule,22.5,each,24036,58570,472891,f
1,20ml-of-20mg-20ml,43061,vial,clolar,manual,clofarabine 20 mg/20 mL intravenous solution,solution,20,milliliters,24037,58571,472892,f
30,22.5mg,6937,capsule,restoril,manual,Restoril 22.5 mg capsule,capsule,22.5,each,24036,58570,472897,f
30,7.5mg,41999,tablet,enablex,manual,"darifenacin ER 7.5 mg tablet,extended release 24 hr",tablet extended release 24 hr,7.5,each,24043,58576,472953,f
30,7.5mg,41999,tablet,darifenacin-er,manual,"darifenacin ER 7.5 mg tablet,extended release 24 hr",tablet extended release 24 hr,7.5,each,24043,58576,472953,f
30,7.5mg,41999,tablet,enablex,manual,"darifenacin ER 7.5 mg tablet,extended release 24 hr",tablet extended release 24 hr,7.5,each,24043,58576,472953,f
30,15mg,41998,tablet,enablex,manual,"darifenacin ER 15 mg tablet,extended release 24 hr",tablet extended release 24 hr,15,each,24044,58577,472958,f
30,15mg,41998,tablet,darifenacin-er,manual,"darifenacin ER 15 mg tablet,extended release 24 hr",tablet extended release 24 hr,15,each,24044,58577,472958,f
30,15mg,41998,tablet,enablex,manual,"darifenacin ER 15 mg tablet,extended release 24 hr",tablet extended release 24 hr,15,each,24044,58577,472958,f
30,8mg,29952,capsule,razadyne-er,manual,"galantamine ER 8 mg 24 hr capsule,extended release","capsule,ext rel. pellets 24 hr",8,each,23605,58238,473023,f
30,16mg,31706,capsule,razadyne-er,manual,"galantamine ER 16 mg 24 hr capsule,extended release","capsule,ext rel. pellets 24 hr",16,each,23606,58239,473024,f
30,24mg,29951,capsule,razadyne-er,manual,"galantamine ER 24 mg 24 hr capsule,extended release","capsule,ext rel. pellets 24 hr",24,each,23607,58240,473025,f
1,150ml-of-1mg-ml,41335,bottle-of-oral-solution,aripiprazole,manual,aripiprazole 1 mg/mL oral solution,solution,1,milliliters,24062,58594,473030,f
1,150ml-of-1mg-ml,41335,bottle-of-oral-solution,abilify,manual,aripiprazole 1 mg/mL oral solution,solution,1,milliliters,24062,58594,473030,f
30,1000mg,43616,suppository,canasa,manual,"mesalamine 1,000 mg rectal suppository",suppository,"1,000",each,48490,21776,473045,f
30,1000mg,43616,suppository,canasa,manual,"mesalamine 1,000 mg rectal suppository",suppository,"1,000",each,48490,21776,473045,f
30,1000mg,43616,suppository,mesalamine,manual,"mesalamine 1,000 mg rectal suppository",suppository,"1,000",each,48490,21776,473045,f
60,150mg,120,tablet,zantac,gcn_expansion,Zantac Maximum Strength 150 mg tablet,tablet,150,each,10200,11673,473139,f
60,150mg,120,tablet,ranitidine,gcn_expansion,Zantac Maximum Strength 150 mg tablet,tablet,150,each,10200,11673,473139,f
60,150mg,120,tablet,zantac,gcn_expansion,Zantac Maximum Strength 150 mg tablet,tablet,150,each,10200,11673,473139,f
60,150mg,120,tablet,ranitidine,gcn_expansion,Zantac Maximum Strength 150 mg tablet,tablet,150,each,10200,11673,473139,f
1,60g-of-0.1%25,39399,tube-of-cream,lidex,manual,fluocinonide 0.1 % topical cream,cream,0.1,grams,24306,58794,473338,f
1,60g-of-0.1%25,39399,tube-of-cream,fluocinonide,manual,fluocinonide 0.1 % topical cream,cream,0.1,grams,24306,58794,473338,f
1,60g-of-0.1%25,39399,tube-of-cream,lidex,manual,fluocinonide 0.1 % topical cream,cream,0.1,grams,24306,58794,473338,f
3,10-orally-disintegrating-tablets-of-0.25mg,43999,dose-pack,alprazolam,manual,alprazolam 0.25 mg disintegrating tablet,"tablet,disintegrating",0.25,each,24368,58847,473474,f
3,10-orally-disintegrating-tablets-of-0.5mg,44000,dose-pack,alprazolam,manual,alprazolam 0.5 mg disintegrating tablet,"tablet,disintegrating",0.5,each,24369,58848,473475,f
9,10-orally-disintegrating-tablets-of-1mg,44001,dose-pack,alprazolam,manual,alprazolam 1 mg disintegrating tablet,"tablet,disintegrating",1,each,24373,58849,473476,f
3,10-orally-disintegrating-tablets-of-2mg,44002,dose-pack,alprazolam,manual,alprazolam 2 mg disintegrating tablet,"tablet,disintegrating",2,each,24374,58850,473477,f
946,100mg-5ml,41268,liquid,iophen-nr,gcn_expansion,Tussin Chest Congestion 100 mg/5 mL oral liquid,liquid,100,milliliters,2512,22210,473591,f
1,15g-of-45mcg,42593,inhaler,levalbuterol,manual,levalbuterol HFA 45 mcg/actuation aerosol inhaler,HFA aerosol inhaler,45,grams,24422,58890,473627,f
1,15g-of-45mcg,42593,inhaler,xopenex-hfa,manual,levalbuterol HFA 45 mcg/actuation aerosol inhaler,HFA aerosol inhaler,45,grams,24422,58890,473627,f
90,6mg,36455,capsule,tizanidine,manual,tizanidine 6 mg capsule,capsule,6,each,24435,58906,473639,f
90,6mg,36455,capsule,tizanidine,manual,tizanidine 6 mg capsule,capsule,6,each,24435,58906,473639,f
30,2mg,36453,capsule,tizanidine,manual,tizanidine 2 mg capsule,capsule,2,each,24433,58904,473641,f
30,2mg,36453,capsule,tizanidine,manual,tizanidine 2 mg capsule,capsule,2,each,24433,58904,473641,f
30,4mg,36454,capsule,tizanidine,manual,tizanidine 4 mg capsule,capsule,4,each,24434,58905,473642,f
30,4mg,36454,capsule,tizanidine,manual,tizanidine 4 mg capsule,capsule,4,each,24434,58905,473642,f
30,4mg,36454,capsule,tizanidine,gcn_expansion,Zanaflex 4 mg capsule,capsule,4,each,24434,58905,473647,f
30,4mg,36454,capsule,tizanidine,gcn_expansion,Zanaflex 4 mg capsule,capsule,4,each,24434,58905,473647,f
90,6mg,36455,capsule,tizanidine,manual,Zanaflex 6 mg capsule,capsule,6,each,24435,58906,473648,f
90,6mg,36455,capsule,tizanidine,manual,Zanaflex 6 mg capsule,capsule,6,each,24435,58906,473648,f
1,3-tablets-of-150mg,39457,dose-pack,ibandronate,manual,ibandronate 150 mg tablet,tablet,150,each,24444,58915,473676,f
1,3-tablets-of-150mg,39457,dose-pack,boniva,manual,ibandronate 150 mg tablet,tablet,150,each,24444,58915,473676,f
1,1-tablet-of-150mg,39456,dose-pack,ibandronate,manual,Boniva 150 mg tablet,tablet,150,each,24444,58915,473678,f
1,1-tablet-of-150mg,39456,dose-pack,boniva,manual,Boniva 150 mg tablet,tablet,150,each,24444,58915,473678,f
30,0.5mg,40379,tablet,baraclude,manual,entecavir 0.5 mg tablet,tablet,0.5,each,24466,58934,473715,f
30,1mg,40380,tablet,baraclude,manual,entecavir 1 mg tablet,tablet,1,each,24467,58935,473716,f
30,50mg,36412,capsule,neoral,manual,cyclosporine modified 50 mg capsule,capsule,50,each,13916,23885,473786,f
30,50mg,36412,capsule,cyclosporine-modified,manual,cyclosporine modified 50 mg capsule,capsule,50,each,13916,23885,473786,f
30,50mg,36412,capsule,neoral,manual,cyclosporine modified 50 mg capsule,capsule,50,each,13916,23885,473786,f
30,200mg,41978,capsule,coq10,manual,coenzyme Q10 200 mg capsule,capsule,200,each,24536,58989,473828,f
75,2mg-ml,43260,oral-solution,memantine,manual,memantine 2 mg/mL oral solution,solution,2,milliliters,24545,58996,473832,f
75,2mg-ml,43260,oral-solution,memantine,manual,memantine 2 mg/mL oral solution,solution,2,milliliters,24545,58996,473832,f
30,5mg,33408,orally-disintegrating-tab,donepezil,manual,donepezil 5 mg disintegrating tablet,"tablet,disintegrating",5,each,24594,59039,473923,f
30,10mg,33409,orally-disintegrating-tab,donepezil,manual,donepezil 10 mg disintegrating tablet,"tablet,disintegrating",10,each,24595,59040,473924,f
30,5mg,33408,orally-disintegrating-tab,donepezil,gcn_expansion,Aricept ODT 5 mg disintegrating tablet,"tablet,disintegrating",5,each,24594,59039,473928,f
60,4mg,22206,tablet,galantamine,manual,Razadyne 4 mg tablet,tablet,4,each,84854,46926,474102,f
60,4mg,22206,tablet,razadyne,manual,Razadyne 4 mg tablet,tablet,4,each,84854,46926,474102,f
60,4mg,22206,tablet,galantamine,manual,Razadyne 4 mg tablet,tablet,4,each,84854,46926,474102,f
2,5-patches-of-12mcg-hr,37233,carton,duragesic,manual,fentanyl 12 mcg/hr transdermal patch,patch 72 hour,12,each,24635,59102,474106,t
2,5-patches-of-12mcg-hr,37233,carton,duragesic,gcn_expansion,Duragesic 12 mcg/hr transdermal patch,patch 72 hour,12,each,24635,59102,474113,f
90,160mg,4609,tablet,lofibra,manual,fenofibrate 160 mg tablet,tablet,160,each,12595,44915,474114,f
1,60ml-of-0.05%25,34710,bottle-of-lotion,cutivate,manual,fluticasone propionate 0.05 % lotion,lotion,0.05,milliliters,24717,59177,474237,t
1,60ml-of-0.05%25,34710,bottle-of-lotion,flonase,manual,fluticasone propionate 0.05 % lotion,lotion,0.05,milliliters,24717,59177,474237,t
30,1mcg,38855,capsule,zemplar,manual,paricalcitol 1 mcg capsule,capsule,1,each,24722,59181,474240,f
30,2mcg,38856,capsule,zemplar,manual,paricalcitol 2 mcg capsule,capsule,2,each,24723,59182,474241,f
90,4mcg,38857,capsule,zemplar,manual,paricalcitol 4 mcg capsule,capsule,4,each,24724,59183,474242,f
30,1mcg,38855,capsule,zemplar,manual,Zemplar 1 mcg capsule,capsule,1,each,24722,59181,474244,f
30,2mcg,38856,capsule,zemplar,manual,Zemplar 2 mcg capsule,capsule,2,each,24723,59182,474245,f
90,4mcg,38857,capsule,zemplar,manual,Zemplar 4 mcg capsule,capsule,4,each,24724,59183,474246,f
30,5mg,40652,capsule,focalin-xr,manual,"dexmethylphenidate ER 5 mg capsule,extended release biphasic50-50","capsule,ER biphasic 50-50",5,each,24733,59190,474272,f
30,10mg,40986,capsule,focalin-xr,manual,"dexmethylphenidate ER 10 mg capsule,extended release biphasic50-50","capsule,ER biphasic 50-50",10,each,24734,59191,474273,f
30,20mg,41308,capsule,focalin-xr,manual,"dexmethylphenidate ER 20 mg capsule,extended release biphasic50-50","capsule,ER biphasic 50-50",20,each,24735,59192,474274,f
5,1ml-of-0.3mg-ml,31091,vial,buprenex,manual,buprenorphine HCl 0.3 mg/mL injection solution,solution,0.3,milliliters,24749,59205,474313,f
30,20mg,37275,tablet,revatio,manual,sildenafil (pulmonary hypertension) 20 mg tablet,tablet,20,each,24758,59211,474324,f
30,20mg,37275,tablet,sildenafil,manual,sildenafil (pulmonary hypertension) 20 mg tablet,tablet,20,each,24758,59211,474324,f
28,50mg,7551,tablet,clozaril,manual,clozapine 50 mg tablet,tablet,50,each,18143,27037,474360,f
1,20-tubes-of-3%25-1%25-cream,41953,kit,ana-lex,manual,lidocaine 3 %-hydrocortisone 1 % (7 gram) rectal kit,kit,3-1,each,24873,59283,474389,f
1,20-tubes-of-3%25-1%25-cream,41953,kit,lidocaine-hydrocortisone,manual,lidocaine 3 %-hydrocortisone 1 % (7 gram) rectal kit,kit,3-1,each,24873,59283,474389,f
1,60g-of-2%25,34775,tube-of-cream,nizoral,gcn_expansion,Kuric 2 % topical cream,cream,2,grams,31850,7334,474429,f
1,60g-of-1%25,39335,tube-of-gel,metronidazole,manual,metronidazole 1 % topical gel,gel,1,grams,24926,59325,474490,f
1,60g-of-1%25,39335,tube-of-gel,metrogel,manual,metronidazole 1 % topical gel,gel,1,grams,24926,59325,474490,f
1,60g-of-1%25,39335,tube-of-gel,metronidazole,manual,metronidazole 1 % topical gel,gel,1,grams,24926,59325,474490,f
1,60g-of-1%25,39335,tube-of-gel,metrogel,manual,metronidazole 1 % topical gel,gel,1,grams,24926,59325,474490,f
1,60g-of-1%25,39335,tube-of-gel,metronidazole,gcn_expansion,Metrogel 1 % topical,gel,1,grams,24926,59325,474502,f
1,60g-of-1%25,39335,tube-of-gel,metrogel,gcn_expansion,Metrogel 1 % topical,gel,1,grams,24926,59325,474502,f
1,60g-of-1%25,39335,tube-of-gel,metronidazole,gcn_expansion,Metrogel 1 % topical,gel,1,grams,24926,59325,474502,f
1,60g-of-1%25,39335,tube-of-gel,metrogel,gcn_expansion,Metrogel 1 % topical,gel,1,grams,24926,59325,474502,f
